system:time_start,0
"Jul 11, 2019",
"Jul 11, 2019",
"Jul 12, 2019",0.484
"Jul 12, 2019",0.444
"Jul 14, 2019",0.457
"Jul 14, 2019",0.455
"Jul 16, 2019",
"Jul 16, 2019",
"Jul 17, 2019",
"Jul 17, 2019",
"Jul 19, 2019",
"Jul 19, 2019",
"Jul 21, 2019",0.47
"Jul 21, 2019",0.463
"Jul 22, 2019",0.443
"Jul 22, 2019",0.439
"Jul 24, 2019",0.515
"Jul 24, 2019",0.507
"Jul 26, 2019",0.509
"Jul 26, 2019",0.497
"Jul 27, 2019",0.513
"Jul 27, 2019",0.506
"Jul 29, 2019",0.454
"Jul 29, 2019",0.443
"Jul 31, 2019",0.473
"Jul 31, 2019",0.464
"Aug 1, 2019",
"Aug 1, 2019",
"Aug 3, 2019",
"Aug 3, 2019",
"Aug 5, 2019",
"Aug 5, 2019",
"Aug 6, 2019",
"Aug 6, 2019",
"Aug 8, 2019",
"Aug 8, 2019",
"Aug 10, 2019",
"Aug 10, 2019",
"Aug 11, 2019",-0.034
"Aug 11, 2019",
"Aug 13, 2019",0.402
"Aug 13, 2019",0.399
"Aug 15, 2019",
"Aug 15, 2019",
"Aug 16, 2019",
"Aug 16, 2019",
"Aug 18, 2019",
"Aug 18, 2019",
"Aug 20, 2019",
"Aug 20, 2019",
"Aug 21, 2019",
"Aug 21, 2019",
"Aug 23, 2019",
"Aug 23, 2019",
"Aug 25, 2019",
"Aug 25, 2019",
"Aug 26, 2019",0.484
"Aug 26, 2019",0.448
"Aug 28, 2019",
"Aug 28, 2019",
"Aug 30, 2019",0.461
"Aug 30, 2019",0.408
"Aug 31, 2019",
"Aug 31, 2019",
"Sep 2, 2019",
"Sep 2, 2019",
"Sep 4, 2019",
"Sep 4, 2019",
"Sep 5, 2019",
"Sep 5, 2019",
"Sep 7, 2019",0.419
"Sep 7, 2019",0.349
"Sep 9, 2019",0.222
"Sep 9, 2019",0.244
"Sep 10, 2019",
"Sep 10, 2019",
"Sep 12, 2019",
"Sep 12, 2019",
"Sep 14, 2019",0.438
"Sep 14, 2019",0.359
"Sep 15, 2019",0.163
"Sep 15, 2019",
"Sep 17, 2019",
"Sep 17, 2019",
"Sep 19, 2019",
"Sep 19, 2019",
"Sep 20, 2019",
"Sep 20, 2019",
"Sep 22, 2019",
"Sep 22, 2019",
"Sep 24, 2019",
"Sep 24, 2019",
"Sep 25, 2019",
"Sep 25, 2019",
"Sep 27, 2019",0.379
"Sep 27, 2019",0.302
"Sep 29, 2019",0.176
"Sep 29, 2019",0.12
"Sep 30, 2019",
"Sep 30, 2019",
"Oct 2, 2019",
"Oct 2, 2019",
"Oct 4, 2019",
"Oct 4, 2019",0.091
"Oct 5, 2019",
"Oct 5, 2019",
"Oct 7, 2019",
"Oct 7, 2019",
"Oct 9, 2019",
"Oct 9, 2019",
"Oct 10, 2019",
"Oct 10, 2019",
"Oct 12, 2019",
"Oct 12, 2019",
"Oct 14, 2019",0.122
"Oct 14, 2019",0.066
"Oct 15, 2019",
"Oct 15, 2019",
"Oct 17, 2019",
"Oct 17, 2019",
"Oct 19, 2019",
"Oct 19, 2019",
"Oct 20, 2019",
"Oct 20, 2019",
"Oct 22, 2019",0.073
"Oct 22, 2019",0.042
"Oct 24, 2019",
"Oct 24, 2019",
"Oct 25, 2019",
"Oct 25, 2019",
"Oct 27, 2019",
"Oct 27, 2019",
"Oct 29, 2019",0.079
"Oct 29, 2019",
"Oct 30, 2019",
"Oct 30, 2019",
"Nov 1, 2019",
"Nov 1, 2019",
"Nov 3, 2019",
"Nov 3, 2019",
"Nov 4, 2019",
"Nov 4, 2019",
"Nov 6, 2019",0.132
"Nov 6, 2019",0.079
"Nov 8, 2019",0.14
"Nov 8, 2019",0.092
"Nov 9, 2019",0.156
"Nov 9, 2019",0.095
"Nov 11, 2019",
"Nov 11, 2019",
"Nov 13, 2019",
"Nov 13, 2019",
"Nov 14, 2019",
"Nov 14, 2019",
"Nov 16, 2019",0.144
"Nov 16, 2019",0.091
"Nov 18, 2019",
"Nov 18, 2019",
"Jan 25, 2020",
"Jan 25, 2020",
"Jan 27, 2020",
"Jan 27, 2020",
"Jan 28, 2020",0.065
"Jan 28, 2020",0.064
"Jan 30, 2020",0.052
"Jan 30, 2020",0.05
"Feb 1, 2020",
"Feb 1, 2020",
"Feb 2, 2020",
"Feb 2, 2020",
"Feb 4, 2020",
"Feb 4, 2020",
"Feb 6, 2020",0.064
"Feb 6, 2020",0.05
"Feb 7, 2020",0.057
"Feb 7, 2020",0.043
"Feb 9, 2020",
"Feb 9, 2020",
"Feb 11, 2020",
"Feb 11, 2020",
"Feb 12, 2020",
"Feb 12, 2020",
"Feb 14, 2020",
"Feb 14, 2020",
"Feb 16, 2020",0.058
"Feb 16, 2020",0.038
"Feb 17, 2020",0.048
"Feb 17, 2020",0.038
"Feb 19, 2020",0.064
"Feb 19, 2020",0.05
"Feb 21, 2020",
"Feb 21, 2020",
"Feb 22, 2020",0.048
"Feb 22, 2020",0.035
"Feb 24, 2020",0.057
"Feb 24, 2020",0.036
"Feb 26, 2020",
"Feb 26, 2020",
"Feb 27, 2020",
"Feb 27, 2020",
"Feb 29, 2020",0.091
"Feb 29, 2020",0.052
"Mar 2, 2020",0.1
"Mar 2, 2020",0.055
"Mar 3, 2020",0.093
"Mar 3, 2020",0.049
"Mar 5, 2020",
"Mar 5, 2020",
"Mar 7, 2020",
"Mar 7, 2020",
"Mar 8, 2020",
"Mar 8, 2020",
"Mar 10, 2020",
"Mar 10, 2020",
"Mar 12, 2020",
"Mar 12, 2020",
"Mar 13, 2020",
"Mar 13, 2020",
"Mar 15, 2020",
"Mar 15, 2020",
"Mar 17, 2020",
"Mar 17, 2020",
"Mar 18, 2020",
"Mar 18, 2020",
"Mar 20, 2020",0.107
"Mar 20, 2020",0.053
"Mar 22, 2020",0.102
"Mar 22, 2020",0.049
"Mar 23, 2020",0.092
"Mar 23, 2020",0.042
"Mar 25, 2020",
"Mar 25, 2020",
"Mar 27, 2020",
"Mar 27, 2020",
"Mar 28, 2020",
"Mar 28, 2020",
"Mar 30, 2020",
"Mar 30, 2020",
"Apr 1, 2020",
"Apr 1, 2020",
"Apr 2, 2020",0.098
"Apr 2, 2020",0.05
"Apr 4, 2020",
"Apr 4, 2020",
"Apr 6, 2020",
"Apr 6, 2020",
"Apr 7, 2020",0.07
"Apr 7, 2020",0.028
"Apr 9, 2020",0.048
"Apr 9, 2020",0.002
"Apr 11, 2020",0.051
"Apr 11, 2020",-0.001
"Apr 12, 2020",
"Apr 12, 2020",
"Apr 14, 2020",0.037
"Apr 14, 2020",-0.01
"Apr 16, 2020",0.051
"Apr 16, 2020",0.005
"Apr 17, 2020",0.054
"Apr 17, 2020",0.011
"Apr 19, 2020",0.054
"Apr 19, 2020",0.011
"Apr 21, 2020",0.047
"Apr 21, 2020",0.006
"Apr 22, 2020",0.037
"Apr 22, 2020",-0.006
"Apr 24, 2020",0.044
"Apr 24, 2020",0.004
"Apr 26, 2020",0.077
"Apr 26, 2020",0.046
"Apr 27, 2020",0.123
"Apr 27, 2020",0.104
"Apr 29, 2020",
"Apr 29, 2020",
"May 1, 2020",0.076
"May 1, 2020",0.099
"May 2, 2020",0.28
"May 2, 2020",0.26
"May 4, 2020",0.327
"May 4, 2020",0.291
"May 6, 2020",
"May 6, 2020",
"May 7, 2020",
"May 7, 2020",
"May 9, 2020",
"May 9, 2020",
"May 11, 2020",
"May 11, 2020",
"May 12, 2020",
"May 12, 2020",
"May 14, 2020",
"May 14, 2020",
"May 16, 2020",0.438
"May 16, 2020",0.355
"May 17, 2020",0.384
"May 17, 2020",0.322
"May 19, 2020",0.437
"May 19, 2020",0.354
"May 21, 2020",
"May 21, 2020",
"May 22, 2020",0.219
"May 22, 2020",0.195
"May 24, 2020",0.439
"May 24, 2020",0.374
"May 26, 2020",0.456
"May 26, 2020",0.397
"May 27, 2020",
"May 27, 2020",
"May 29, 2020",
"May 29, 2020",
"May 31, 2020",
"May 31, 2020",
"Jun 1, 2020",0.211
"Jun 1, 2020",0.284
"Jun 3, 2020",0.478
"Jun 3, 2020",0.437
"Jun 5, 2020",0.414
"Jun 5, 2020",0.38
"Jun 6, 2020",0.224
"Jun 6, 2020",0.195
"Jun 8, 2020",
"Jun 8, 2020",
"Jun 10, 2020",
"Jun 10, 2020",
"Jun 11, 2020",
"Jun 11, 2020",
"Jun 13, 2020",0.467
"Jun 13, 2020",0.472
"Jun 15, 2020",
"Jun 15, 2020",
"Jun 16, 2020",0.516
"Jun 16, 2020",0.502
"Jun 18, 2020",
"Jun 18, 2020",
"Jun 20, 2020",0.48
"Jun 20, 2020",0.469
"Jun 21, 2020",
"Jun 21, 2020",
"Jun 23, 2020",0.518
"Jun 23, 2020",0.502
"Jun 25, 2020",0.506
"Jun 25, 2020",0.495
"Jun 26, 2020",0.515
"Jun 26, 2020",0.501
"Jun 28, 2020",0.464
"Jun 28, 2020",0.455
"Jun 30, 2020",0.486
"Jun 30, 2020",0.473
"Jul 1, 2020",0.269
"Jul 1, 2020",0.264
"Jul 3, 2020",
"Jul 3, 2020",
"Jul 5, 2020",
"Jul 5, 2020",
"Jul 6, 2020",0.292
"Jul 6, 2020",0.394
"Jul 8, 2020",0.234
"Jul 8, 2020",0.266
"Jul 10, 2020",
"Jul 10, 2020",
"Jul 11, 2020",
"Jul 11, 2020",
"Jul 13, 2020",0.46
"Jul 13, 2020",0.453
"Jul 15, 2020",0.279
"Jul 15, 2020",0.277
"Jul 16, 2020",0.213
"Jul 16, 2020",0.208
"Jul 18, 2020",
"Jul 18, 2020",
"Jul 20, 2020",
"Jul 20, 2020",
"Jul 21, 2020",
"Jul 21, 2020",
"Jul 23, 2020",0.523
"Jul 23, 2020",0.522
"Jul 25, 2020",
"Jul 25, 2020",
"Jul 26, 2020",
"Jul 26, 2020",0.193
"Jul 28, 2020",
"Jul 28, 2020",
"Jul 30, 2020",0.539
"Jul 30, 2020",0.536
"Jul 31, 2020",0.481
"Jul 31, 2020",0.479
"Aug 2, 2020",
"Aug 2, 2020",
